All Grants,Earliest Award,Grants,Grants To Individuals,Grants To Organisations,Largest Amount,Largest Amount  (USD),Latest Award,Smallest Amount,Smallest Amount  (USD),Total Amount,Total Amount (USD),additional_active,additional_charitynumber,additional_companynumber,additional_dateregistered,additional_dateremoved,additional_last_modified,additional_latestincome,additional_latestincomedate,additional_linked_orgs,additional_linked_orgs_verified,additional_name,additional_organisationtype,additional_organisationtypeprimary,additional_orgids,additional_postalcode,additional_source,appears_as,name,org_ids,fund_url,organisationtypeprimary,other_names
,06-Jul-17,,,935,"£10,000",,04-Feb-25,£230,,"£2,091,498",,TRUE,223554,540055,13/03/1964,,2025-12-01 01:08:12.011534+00:00,302281,05/04/2024,"GB-CHC-223554, GB-COH-00540055","GB-CHC-223554, GB-COH-00540055",SIR GEORGE MARTIN TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity, trust",Registered Charity,"GB-CHC-223554, GB-COH-00540055",LS29 9RP,ccew,"Funder, Publisher",Sir George Martin Trust,"Org IDsGB-CHC-223554, GB-COH-00540055",https://www.sirgeorgemartintrust.org.uk,Registered Charity,Other Names used in the dataSIR GEORGE MARTIN TRUST
,01-Jan-22,,,32,"£3,100,000",,01-Dec-23,"£300,000",,"£43,397,000",,TRUE,SC045861,,03/08/2015,,2025-11-27 20:00:53.303122+00:00,49291538,31/12/2024,"GB-SC-SC045861, GB-COH-SC510360",GB-SC-SC045861,Postcode Support Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC045861,EH2 4ET,oscr,Funder,Postcode Support Trust,Org IDsGB-SC-SC045861,http://www.postcodesupporttrust.org.uk,Registered Charity,
332,01-Feb-23,80,,,"£40,000",,01-Dec-24,"£3,300",,"£626,800",,TRUE,1197452,,11/01/2022,,2025-12-01 01:08:12.011534+00:00,303402,30/06/2024,"GB-CHC-1197452, GB-COH-CE027901, GB-CHC-236060",GB-CHC-1197452,The Eaton Fund,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1197452,GU51 9HH,ccew,"Funder, Publisher",The Eaton Fund,Org IDsGB-CHC-1197452,https://www.eatonfund.org.uk,Registered Charity,
,01-Apr-20,,,"1,070","£50,000,000",,27-May-25,£100,,"£112,297,489",,TRUE,1087056,,19/06/2001,,2025-12-01 01:08:12.011534+00:00,9572892,31/03/2024,GB-CHC-1087056,GB-CHC-1087056,THE STEVE MORGAN FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1087056,WA7 3BD,ccew,"Funder, Recipient, Publisher",Steve Morgan Foundation,Org IDsGB-CHC-1087056,http://stevemorganfoundation.org.uk/,Registered Charity,Other Names used in the dataTHE STEVE MORGAN FOUNDATION
,01-Jan-10,,,"7,713","£1,000,000",,01-Sep-25,£960,,"£260,297,002",,TRUE,327114,1971242,13/05/1986,,2025-12-01 01:08:12.011534+00:00,27756576,31/12/2024,"GB-CHC-327114, GB-COH-01971242","GB-CHC-327114, GB-COH-01971242",LLOYDS BANK FOUNDATION FOR ENGLAND & WALES,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-327114, GB-COH-01971242",N1 9RL,ccew,"Funder, Recipient, Publisher",Lloyds Bank Foundation for England and Wales,"Org IDsGB-CHC-327114, GB-COH-01971242",https://www.lloydsbankfoundation.org.uk,Registered Charity,Other Names used in the dataLLOYDS BANK FOUNDATION FOR ENGLAND & WALES
,26-Nov-18,,,132,"£290,000",,28-Nov-25,£430,,"£4,572,197",,TRUE,292930,,12/11/1985,,2025-12-01 01:08:12.011534+00:00,408777,05/04/2024,GB-CHC-292930,GB-CHC-292930,THE ALAN AND BABETTE SAINSBURY CHARITABLE FUND,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-292930,SW1V 1AP,ccew,"Funder, Publisher",Alan & Babette Sainsbury Charitable Fund,Org IDsGB-CHC-292930,,Registered Charity,Other Names used in the dataTHE ALAN AND BABETTE SAINSBURY CHARITABLE FUND
,13-Jan-22,,,287,"£50,000",,01-Dec-24,£400,,"£1,211,327",,TRUE,SC049635,,23/09/2019,,2025-11-27 20:00:53.480957+00:00,431158,31/12/2024,"GB-SC-SC049635, GB-COH-CS004050, GB-COH-SC642184",GB-SC-SC049635,The William Syson Foundation,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC049635,EH3 8EJ,oscr,"Funder, Publisher",The William Syson Foundation,Org IDsGB-SC-SC049635,http://www.williamsysonfoundation.org.uk,Registered Charity,
,25-Jan-17,,,746,"£250,000",,16-Oct-25,"£1,000",,"£23,879,150",,TRUE,1093844,4465857,18/09/2002,,2025-12-01 01:08:12.011534+00:00,2936000,31/12/2024,"GB-CHC-1093844, GB-COH-04465857","GB-CHC-1093844, GB-COH-04465857",THE JOSEPH RANK TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1093844, GB-COH-04465857",RH10 7SL,ccew,"Funder, Publisher",The Joseph Rank Trust,"Org IDsGB-CHC-1093844, GB-COH-04465857",https://www.ranktrust.org,Registered Charity,Other Names used in the dataTHE JOSEPH RANK TRUST
,01-Jul-23,,,5,"£45,000",,20-Nov-23,"£4,000",,"£109,925",,TRUE,1199922,,02/08/2022,,2025-12-01 01:08:12.011534+00:00,377255,30/06/2024,"GB-CHC-1199922, GB-COH-CE029876",GB-CHC-1199922,SKINNERS' EDUCATION FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-association",Registered Charity,GB-CHC-1199922,EC4R 2SP,ccew,Funder,SKINNERS' EDUCATION FOUNDATION,Org IDsGB-CHC-1199922,,Registered Charity,Other Names used in the dataSkinners' Education Foundation
,01-Jul-22,,,66,"£1,400,000",,30-Aug-24,"£4,960",,"£8,747,857",,,,,,,,,,,,,,,,,,Funder,Violence Reduction Unit,Org IDsGB-LAE-GLA-VRU,,,
,04-Sep-08,,,"5,221","£6,000,000",,28-Aug-25,£0,,"£423,452,334",,TRUE,1035628,,24/03/1994,,2025-12-01 01:08:12.011534+00:00,40100000,31/03/2024,GB-CHC-1035628,GB-CHC-1035628,BRIDGE HOUSE ESTATES,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1035628,EC2P 2EJ,ccew,"Funder, Recipient, Publisher",City Bridge Foundation,Org IDsGB-CHC-1035628,https://www.citybridgefoundation.org.uk,Registered Charity,Other Names used in the dataBRIDGE HOUSE ESTATES; City Bridge Trust
,05-Dec-12,,,67,"£555,517",,17-Jun-24,"£1,000",,"£3,348,517",,TRUE,311585,1048465,01/03/1973,,2025-12-01 01:08:12.011534+00:00,15567109,31/12/2024,"GB-CHC-311585, GB-COH-01048465","GB-CHC-311585, GB-COH-01048465",THE BELL EDUCATIONAL TRUST LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-311585, GB-COH-01048465",CB2 0QU,ccew,"Funder, Recipient, Publisher",The Bell Foundation,"Org IDsGB-CHC-311585, GB-COH-01048465",https://www.bell-foundation.org.uk,Registered Charity,Other Names used in the dataTHE BELL EDUCATIONAL TRUST LIMITED
,25-Jul-00,,,215,"£80,000",,03-Nov-25,£175,,"£3,390,327",,TRUE,328524,,09/02/1990,,2025-12-01 01:08:12.011534+00:00,172265,05/04/2024,GB-CHC-328524,GB-CHC-328524,THE TEDWORTH CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-328524,SW1V 1AP,ccew,"Funder, Publisher",Tedworth Charitable Trust,Org IDsGB-CHC-328524,https://www.sfct.org.uk,Registered Charity,Other Names used in the dataTHE TEDWORTH CHARITABLE TRUST
,14-Sep-16,,,24,"£40,000",,07-Feb-18,£350,,"£267,509",,TRUE,,,01/04/1996,,2024-03-01 01:01:02.716814+00:00,,,"GB-LAS-DND, GB-UKLA-DND","GB-LAS-DND, GB-UKLA-DND",The Dundee City Council,"local-authority, council-area",Local Authority,GB-LAS-DND,,las,"Funder, Recipient, Publisher",Dundee City Council,"Org IDsGB-LAS-DND, GB-UKLA-DND",,Local Authority,Other Names used in the dataThe Dundee City Council
,30-Oct-13,,,208,"£4,500,000",,20-Oct-23,£600,,"£49,750,391",,TRUE,1155110,,20/12/2013,,2025-12-01 01:08:12.011534+00:00,183434,31/03/2024,GB-CHC-1155110,GB-CHC-1155110,SPIRIT OF 2012,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1155110,EC4R 1BE,ccew,"Funder, Recipient, Publisher",Spirit of 2012,Org IDsGB-CHC-1155110,https://www.spiritof2012.org.uk,Registered Charity,Other Names used in the dataSPIRIT OF 2012
,19-Jul-21,,,138,"£148,356",,17-Jun-24,£540,,"£3,558,583",,TRUE,1066861,3475202,15/12/1997,,2025-12-01 01:08:12.011534+00:00,75469000,30/06/2024,"GB-CHC-1066861, GB-COH-03475202","GB-CHC-1066861, GB-COH-03475202",THE HARPUR TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1066861, GB-COH-03475202",MK41 7PZ,ccew,"Funder, Publisher",Harpur Trust,"Org IDsGB-CHC-1066861, GB-COH-03475202",https://www.harpurtrust.org.uk,Registered Charity,Other Names used in the dataTHE HARPUR TRUST
,10-Feb-22,,,39,"£3,100,000",,01-Dec-23,"£5,000",,"£45,305,000",,TRUE,SC044847,,07/05/2014,,2025-11-27 20:00:53.260868+00:00,49278573,31/12/2024,"GB-SC-SC044847, GB-COH-SC476386",GB-SC-SC044847,Postcode Planet Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC044847,EH2 4ET,oscr,Funder,Postcode Planet Trust,Org IDsGB-SC-SC044847,http://www.postcodeplanettrust.org.uk,Registered Charity,
,18-Mar-17,,,861,,,21-Jun-25,,,,,TRUE,210037,,12/02/1963,,2025-12-01 01:08:12.011534+00:00,3508742,31/12/2024,"GB-CHC-210037, XI-ROR-02gdp5e27, XI-GRID-grid.469071.d, XI-WIKIDATA-Q6286680",GB-CHC-210037,THE JOSEPH ROWNTREE CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-210037,YO30 6WQ,ccew,"Funder, Recipient, Publisher",Joseph Rowntree Charitable Trust,Org IDsGB-CHC-210037,https://www.jrct.org.uk,Registered Charity,Other Names used in the dataTHE JOSEPH ROWNTREE CHARITABLE TRUST
,05-Dec-00,,,"1,085","£30,000",,27-Feb-25,£55,,"£3,380,723",,TRUE,SC049217,,11/04/2019,,2025-11-27 20:00:53.460479+00:00,138221,01/04/2024,"GB-SC-SC049217, GB-COH-CS003951",GB-SC-SC049217,Women's Fund for Scotland,"registered-charity, registered-charity-scotland, scottish-charitable-incorporated-organisation",Registered Charity,GB-SC-SC049217,EH9 1SE,oscr,"Funder, Recipient, Publisher",Women's Fund for Scotland,Org IDsGB-SC-SC049217,https://www.womensfundscotland.org/,Registered Charity,
,16-Apr-17,,,944,"£100,000",,26-Feb-25,£500,,"£7,902,872",,TRUE,1174463,,31/08/2017,,2025-12-01 01:08:12.011534+00:00,1486195,31/03/2024,"GB-CHC-1174463, GB-COH-CE012088",GB-CHC-1174463,CAMDEN GIVING,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1174463,NW1 8NJ,ccew,"Funder, Recipient, Publisher",Camden Giving,Org IDsGB-CHC-1174463,https://www.camdengiving.org.uk,Registered Charity,Other Names used in the dataCAMDEN GIVING
,12-Jun-12,,,388,"£600,000",,01-Apr-25,"£2,200",,"£16,569,333",,,,,,,,,,,,,,,,,,"Funder, Publisher","Calouste Gulbenkian Foundation, UK Branch",Org IDsGB-COH-00488851,,,Other Names used in the dataCalouste Gulbenkian Foundation
,13-May-16,,,"26,372","£656,000,000",,26-Jan-24,"£-901,153",,"£5,781,544,425",,TRUE,,,,,2025-12-01 01:00:59.111930+00:00,,,"GB-GOR-D10, GB-GOVUK-department-for-work-pensions, XI-ROR-0499kfe57, XI-GRID-grid.498183.f, XI-WIKIDATA-Q1191394","GB-GOR-D10, GB-GOVUK-department-for-work-pensions",Department for Work and Pensions,government-organisation,Government Organisation,"GB-GOR-D10, GB-GOVUK-department-for-work-pensions",,gor,Funder,Department for Work and Pensions,"Org IDsGB-GOR-D10, GB-GOVUK-department-for-work-pensions",https://www.gov.uk/government/organisations/department-for-work-pensions,Government Organisation,
,01-May-04,,,239,"£600,000",,01-Jan-25,"£2,500",,"£22,686,753",,TRUE,1087053,4228843,19/06/2001,,2025-12-01 01:08:12.011534+00:00,996642,30/09/2024,"GB-CHC-1087053, GB-COH-04228843","GB-CHC-1087053, GB-COH-04228843",FRIENDS PROVIDENT CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1087053, GB-COH-04228843",YO1 6ET,ccew,"Funder, Recipient, Publisher",Friends Provident Foundation,"Org IDsGB-CHC-1087053, GB-COH-04228843",http://www.friendsprovidentfoundation.org,Registered Charity,Other Names used in the dataFRIENDS PROVIDENT CHARITABLE FOUNDATION
,11-May-12,,,"1,275","£1,332,000",,10-Dec-24,£120,,"£24,026,457",,TRUE,276976,516434,11/12/1978,,2025-12-01 01:08:12.011534+00:00,12523000,31/12/2024,"GB-CHC-276976, GB-COH-00516434","GB-CHC-276976, GB-COH-00516434",THE RANK FOUNDATION LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-276976, GB-COH-00516434",EC2A 3EQ,ccew,"Funder, Recipient, Publisher",Rank Foundation,"Org IDsGB-CHC-276976, GB-COH-00516434",https://www.rankfoundation.com,Registered Charity,Other Names used in the dataTHE RANK FOUNDATION LIMITED
,10-Feb-22,,,36,"£3,100,000",,01-Dec-23,"£150,000",,"£45,350,000",,TRUE,SC045749,,15/07/2015,,2025-11-27 20:00:53.298183+00:00,49084771,31/12/2024,"GB-SC-SC045749, GB-COH-SC510917",GB-SC-SC045749,Postcode Earth Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC045749,EH2 4ET,oscr,Funder,Postcode Earth Trust,Org IDsGB-SC-SC045749,http://www.postcodeearthtrust.org.uk,Registered Charity,
,01-Oct-98,,,"71,970","£5,610,000,000",,20-Oct-23,"£-1,315,994",,"£80,328,504,360",,TRUE,,,,,2025-12-01 01:00:59.033355+00:00,,,"GB-GOR-D1198, GB-GOVUK-department-for-business-energy-and-industrial-strategy","GB-GOR-D1198, GB-GOVUK-department-for-business-energy-and-industrial-strategy","Department for Business, Energy & Industrial Strategy",government-organisation,Government Organisation,"GB-GOR-D1198, GB-GOVUK-department-for-business-energy-and-industrial-strategy",,gor,Funder,"Department for Business, Energy & Industrial Strategy","Org IDsGB-GOR-D1198, GB-GOVUK-department-for-business-energy-and-industrial-strategy",https://www.gov.uk/government/organisations/department-for-business-energy-and-industrial-strategy,Government Organisation,"Other Names used in the dataDepartment for Business, Energy and Industrial Strategy"
,05-Jun-23,,,127,"£1,250,000",,02-Oct-25,"£3,000",,"£9,446,450",,TRUE,285696,,13/12/1982,,2025-12-01 01:08:12.011534+00:00,3209000,05/04/2024,"GB-CHC-285696, XI-ROR-03bw8ys89, XI-GRID-grid.500855.d",GB-CHC-285696,THE JERUSALEM TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-285696,SW1V 1AP,ccew,"Funder, Publisher",The Jerusalem Trust,Org IDsGB-CHC-285696,https://www.sfct.org.uk,Registered Charity,Other Names used in the dataTHE JERUSALEM TRUST
,03-Nov-21,,,712,"£336,367",,25-Nov-24,£500,,"£14,409,906",,TRUE,SC049116,,11/03/2019,,2025-11-27 20:00:53.455855+00:00,14479845,31/12/2024,"GB-SC-SC049116, GB-COH-SC623059",GB-SC-SC049116,Postcode Neighbourhood Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC049116,EH2 4ET,oscr,Funder,Postcode Neighbourhood Trust,Org IDsGB-SC-SC049116,http://www.postcodeneighbourhoodtrust.org.uk,Registered Charity,
,31-Jul-20,,,484,"£500,000",,24-Jun-25,"£1,000",,"£13,626,527",,TRUE,1063945,,13/08/1997,,2025-12-01 01:08:12.011534+00:00,1453297,30/06/2024,GB-CHC-1063945,GB-CHC-1063945,THE FORTE CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1063945,SW1P 3HQ,ccew,"Funder, Publisher",Trusthouse Charitable Foundation,Org IDsGB-CHC-1063945,https://www.fortecharitablefoundation.org.uk,Registered Charity,Other Names used in the dataTHE FORTE CHARITABLE FOUNDATION
"2,691",13-Feb-14,"2,685",,,"£1,229,300",,25-Nov-25,£90,,"£46,919,937",,,,,,,,,,,,,,,,,,"Funder, Publisher",Bòrd na Gàidhlig,Org IDsXI-PB-gb/bord-na-gaidhlig,,,
,04-Jan-18,,,114,"£94,893",,30-Aug-24,"£2,000",,"£1,349,144",,,,,,,,,,,,,,,,,,"Funder, Recipient",Old Oak and Park Royal Development Corporation (OPDC),Org IDsGB-LAE-GLA-OPDC,,,
,22-Feb-22,,,920,"£40,000",,24-Jun-25,£665,,"£5,073,839",,TRUE,NIC101763,,01/06/2015,,2025-12-01 01:07:54.273317+00:00,2158434,31/12/2024,"GB-NIC-101763, GB-COH-NI019019",GB-NIC-101763,The Halifax Foundation for Northern Ireland,"registered-charity, registered-charity-northern-ireland",Registered Charity,GB-NIC-101763,BT13 3NG,ccni,"Funder, Recipient, Publisher",Halifax Foundation for Northern Ireland,Org IDsGB-NIC-101763,http://www.halifaxfoundationni.org,Registered Charity,Other Names used in the dataThe Halifax Foundation for Northern Ireland
,05-Jun-14,,,"4,042","£10,000,000",,05-Jun-25,£0,,"£386,722,753",,TRUE,1156077,8927040,10/03/2014,,2025-12-01 01:08:12.011534+00:00,25762350,31/03/2024,"GB-CHC-1156077, GB-COH-08927040, XI-ROR-0333xzh65, GB-CHC-206495, XI-GRID-grid.454063.0","GB-CHC-1156077, GB-COH-08927040",THE WOLFSON FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1156077, GB-COH-08927040",W1G 9LD,ccew,"Funder, Publisher",Wolfson Foundation,"Org IDsGB-CHC-1156077, GB-COH-08927040",https://www.wolfson.org.uk,Registered Charity,Other Names used in the dataTHE WOLFSON FOUNDATION
,16-Jul-14,,,745,"£1,418,161",,22-Sep-25,£350,,"£23,570,787",,TRUE,1089893,,21/12/2001,,2025-12-01 01:08:12.011534+00:00,10577351,05/04/2024,GB-CHC-1089893,GB-CHC-1089893,THE TRUE COLOURS TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1089893,SW1V 1AP,ccew,"Funder, Publisher",True Colours Trust,Org IDsGB-CHC-1089893,https://www.truecolourstrust.org.uk,Registered Charity,Other Names used in the dataTHE TRUE COLOURS TRUST
,07-Feb-18,,,681,"£790,000",,16-Dec-24,"£1,000",,"£22,067,220",,TRUE,206602,,22/09/1962,,2025-12-01 01:08:12.011534+00:00,1297868,31/12/2024,GB-CHC-206602,GB-CHC-206602,THE PILGRIM TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-206602,WC2R 1LA,ccew,"Funder, Recipient, Publisher",The Pilgrim Trust,Org IDsGB-CHC-206602,https://www.thepilgrimtrust.org.uk,Registered Charity,Other Names used in the dataTHE PILGRIM TRUST
,17-Oct-05,,,"19,618","£575,000,000",,01-Sep-25,£0,,"£15,723,985,977",,TRUE,210183,,04/10/1962,,2025-12-01 01:08:12.011534+00:00,569497051,30/09/2024,"GB-CHC-210183, XI-ROR-029chgv08, XI-GRID-grid.52788.30, XI-WIKIDATA-Q326276",GB-CHC-210183,WELLCOME TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-210183,NW1 2BE,ccew,"Funder, Recipient, Publisher",The Wellcome Trust,Org IDsGB-CHC-210183,https://www.wellcome.org,Registered Charity,Other Names used in the dataWELLCOME TRUST
,01-Nov-17,,,544,,,02-Sep-24,,,,,,,,,,,,,,,,,,,,,"Funder, Publisher",Greenwood Place,Org IDsGB-COH-10579996,,,
,13-Apr-16,,,146,"£15,768",,31-Mar-21,£327,,"£487,292",,TRUE,,,,,2024-03-01 01:01:01.389668+00:00,,,"GB-LAE-BNE, GB-UKLA-BNE, GB-SHPE-00AC","GB-LAE-BNE, GB-UKLA-BNE",London Borough of Barnet,"local-authority, london-borough",Local Authority,GB-LAE-BNE,,lae,"Funder, Recipient, Publisher",London Borough of Barnet,"Org IDsGB-LAE-BNE, GB-UKLA-BNE",,Local Authority,
,01-Mar-10,,,464,"£200,000",,05-Jul-24,£450,,"£13,856,079",,TRUE,1081124,,15/06/2000,,2025-12-01 01:08:12.011534+00:00,1163283,05/04/2024,GB-CHC-1081124,GB-CHC-1081124,THE TUIXEN FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1081124,WC2R 0QS,ccew,"Funder, Publisher",Tuixen Foundation,Org IDsGB-CHC-1081124,https://www.tuixen.org.uk,Registered Charity,Other Names used in the dataTHE TUIXEN FOUNDATION
,05-May-21,,,601,"£31,500",,19-Feb-24,£161,,"£2,644,188",,TRUE,1122113,5768612,27/12/2007,,2025-12-01 01:08:12.011534+00:00,1341253,31/03/2024,"GB-CHC-1122113, GB-COH-05768612, GB-CHC-1070936, GB-CHC-1076524","GB-CHC-1122113, GB-COH-05768612",DORSET COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1122113, GB-COH-05768612",BH15 1DF,ccew,"Funder, Recipient, Publisher",Dorset Community Foundation,"Org IDsGB-CHC-1122113, GB-COH-05768612",https://www.dorsetcommunityfoundation.org,Registered Charity,Other Names used in the dataDORSET COMMUNITY FOUNDATION
,16-Jan-15,,,473,"£480,000",,03-Nov-25,£700,,"£18,428,979",,TRUE,,357963,30/11/1939,,2025-11-29 02:49:33.825434+00:00,,,GB-COH-00357963,GB-COH-00357963,THE JOSEPH ROWNTREE REFORM TRUST LIMITED,"company-limited-by-guarantee, registered-company",Company Limited by Guarantee,"GB-COH-00357963, GB-COH-357963",YO30 6WQ,companies,"Funder, Recipient, Publisher",Joseph Rowntree Reform Trust,Org IDsGB-COH-00357963,,Company Limited by Guarantee,Other Names used in the dataTHE JOSEPH ROWNTREE REFORM TRUST LIMITED
,23-Jul-25,,,301,"£9,272,000",,06-Oct-25,£500,,"£112,657,017",,TRUE,1213572,,09/06/2025,,2025-12-01 01:08:12.011534+00:00,,,"GB-CHC-1213572, GB-COH-CE040215",GB-CHC-1213572,THE JULIA RAUSING TRUST,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1213572,SW3 5UE,ccew,"Funder, Publisher",Julia Rausing Trust,Org IDsGB-CHC-1213572,https://www.juliarausingtrust.org/,Registered Charity,Other Names used in the dataTHE JULIA RAUSING TRUST; The Julia Rausing Trust
,05-Jan-22,,"1,332",,"£25,104",,19-Feb-25,£20,,"£3,179,682",,TRUE,208925,441284,22/09/1962,,2025-12-01 01:08:12.011534+00:00,1159379,30/06/2024,"GB-CHC-208925, GB-COH-00441284","GB-CHC-208925, GB-COH-00441284",THE INSTITUTION OF ENGINEERING AND TECHNOLOGY BENEVOLENT FUND,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-208925, GB-COH-00441284",IP28 7DE,ccew,"Funder, Publisher",Foothold,"Org IDsGB-CHC-208925, GB-COH-00441284",https://www.myfoothold.org,Registered Charity,Other Names used in the dataTHE INSTITUTION OF ENGINEERING AND TECHNOLOGY BENEVOLENT FUND
,01-Apr-21,,"71,814",,"£8,662",,26-Mar-25,£10,,"£18,221,581",,TRUE,313007,,30/07/1965,,2025-12-01 01:08:12.011534+00:00,12887000,31/03/2024,"GB-CHC-313007, GB-SC-SC037997",GB-CHC-313007,BUTTLE UK,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-313007,SW9 6DE,ccew,"Funder, Recipient, Publisher",Buttle UK,Org IDsGB-CHC-313007,https://www.buttleuk.org,Registered Charity,Other Names used in the dataBUTTLE UK
,18-Jun-19,,,"1,389","£325,234,424",,31-Aug-24,"£-45,866,247",,"£2,711,522,034",,,,,,,,,,,,,,,,,,Funder,Department for Energy Security and Net Zero,Org IDsGB-GOR-D1380,,,
,19-Dec-12,,,"2,682","£848,617",,18-Sep-24,£0,,"£85,361,341",,TRUE,1125537,6492606,15/08/2008,,2025-12-01 01:08:12.011534+00:00,3483082,30/09/2024,"GB-CHC-1125537, GB-SC-SC039848, GB-COH-06492606","GB-CHC-1125537, GB-COH-06492606",PEOPLE'S HEALTH TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1125537, GB-COH-06492606",EC1Y 0TG,ccew,"Funder, Publisher",People's Health Trust,"Org IDsGB-CHC-1125537, GB-COH-06492606",https://www.peopleshealthtrust.org.uk,Registered Charity,Other Names used in the dataPEOPLE'S HEALTH TRUST
,25-Oct-19,,,"1,098","£300,000",,31-Jul-25,£100,,"£6,483,955",,TRUE,255230,,17/07/1968,,2025-12-01 01:08:12.011534+00:00,1127160,31/07/2024,GB-CHC-255230,GB-CHC-255230,THE GROCERS' CHARITY,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-255230,EC2R 8AD,ccew,"Funder, Publisher",The Grocers' Charity,Org IDsGB-CHC-255230,https://www.grocershall.co.uk,Registered Charity,Other Names used in the dataTHE GROCERS' CHARITY
,03-Feb-22,,,46,"£3,100,000",,11-Mar-24,"£100,000",,"£45,500,000",,TRUE,SC043779,,11/02/2013,,2025-11-27 20:00:53.219537+00:00,49303056,31/12/2024,"GB-SC-SC043779, GB-COH-SC441725",GB-SC-SC043779,Postcode Justice Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC043779,EH2 4ET,oscr,Funder,Postcode Justice Trust,Org IDsGB-SC-SC043779,http://www.postcodejusticetrust.org.uk,Registered Charity,
,30-Mar-20,,,"2,084","£22,000",,25-Sep-25,£100,,"£5,877,626",,TRUE,1017504,2785133,22/02/1993,,2025-12-01 01:08:12.011534+00:00,3207447,31/03/2024,"GB-CHC-1017504, GB-COH-02785133","GB-CHC-1017504, GB-COH-02785133",FOREVER MANCHESTER,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1017504, GB-COH-02785133",M2 4JF,ccew,"Funder, Recipient, Publisher",Forever Manchester,"Org IDsGB-CHC-1017504, GB-COH-02785133",https://www.forevermanchester.com,Registered Charity,Other Names used in the dataFOREVER MANCHESTER
